Loan_ID,Customer_ID,Gender,Employment_Status,Loan_Amount,Interest_Rate,Loan_Term,Loan_Purpose,Loan_Status,Monthly_Income,Credit_Score
54a0f19e-90fc-42f0-ad3d-d491152e6fe2,18b76c65-aa13-486f-ac4b-c8b2d49803c0,Female,Self-employed,3190,10.17,60,Education,Rejected,4787,356
01496339-c138-492f-adf7-75e357abdd69,b7a8b0ea-8d1e-4db8-9976-0bacae0dd4b2,Female,Employed,43765,10.11,48,Home Renovation,Defaulted,1633,435
03d14d2a-1368-4d30-8a31-e863563e0acf,d11c403f-1967-4a41-810b-f4b54c73e55b,Female,Self-employed,44512,11.05,60,Medical Bills,Defaulted,1725,325
a50b196c-5b67-4bfd-8d90-cebef96cad99,4b764935-a953-4073-875d-0d7c8ac742e4,Male,Retired,551,11.82,12,Home Renovation,Approved,3601,801
eb0f50ab-2cd9-4f6b-9a4b-824203916b94,7695c1d5-fca1-4deb-a505-99ffa027e68b,Male,Self-employed,8928,13.97,12,Medical Bills,Approved,312,332
227111b8-d2c5-45c6-8e00-8458b5c9b63e,0798b19b-9a93-4018-9f61-093ff63d0e1d,Male,Retired,7961,10.1,60,Home Renovation,Approved,2762,437
0e61e0f8-e8f3-4b5c-a230-1612cc7934fe,57b8b19e-49d1-4e79-8951-b7e100ff654e,Female,Unemployed,30363,10.67,12,Education,Approved,1313,397
ab33c3de-1524-492f-b4f8-d6ce06b4cdf7,74782243-c922-4283-bd23-61f3c8747f59,Female,Self-employed,42619,3.63,48,Medical Bills,Approved,4189,779
4d6fcae5-1fd4-4b59-a5ff-570c60ec92e5,fb13f74c-398d-46d3-ba4c-3f10696aec3e,Female,Unemployed,7621,11.52,24,Education,Approved,4798,761
53984593-f096-438c-952b-df44c9e582a0,6cb3617d-3ebc-4a1f-ba11-f4358438cd50,Female,Retired,2715,11.12,60,Education,Approved,2099,555
e1f94441-2338-42ac-a80c-5d26a85cb50a,301e9176-7698-40f3-a7cc-ff055ef140eb,Female,Unemployed,16066,3.94,12,Medical Bills,Defaulted,115,781
364600c6-bcf9-4275-acb5-d5bf3e05a39f,51b6b16f-13cc-41b1-b57f-27aa1a8fb911,Female,Unemployed,42833,5.76,36,Car Purchase,Rejected,1963,527
b6fc032c-91a5-460c-8edd-96585373aff7,7b088988-b063-404f-8c74-7ed10de9022c,Female,Employed,44832,14.8,36,Business,Defaulted,4066,555
1d4addc1-872a-4a70-9f6d-d32edee74398,2b6e28ef-4c2d-4ed4-aaee-c28df0c7a941,Male,Retired,40464,10.16,48,Business,Rejected,3227,832
521c4eef-fe79-4f33-bac2-8931def81878,54065d3a-5eb8-48de-9da2-68343b06dd3f,Male,Employed,47434,7.93,24,Business,Rejected,1170,612
367e6449-6670-4c7e-a4ba-72eb35870129,b0f284c6-40aa-4ae2-8ee8-ff5720dba6ed,Female,Self-employed,4192,8.23,36,Medical Bills,Defaulted,2778,664
aef132cb-8b73-4260-a6b6-d6c91fedc070,81d843aa-25cc-420c-be81-85e8d042c254,Male,Employed,10421,9.29,12,Car Purchase,Defaulted,1421,686
ea339811-ec7c-4a32-af18-53f1c8095270,4cf0d843-2871-4c4a-9fbd-84323a37da8b,Female,Retired,24302,4.28,36,Medical Bills,Defaulted,682,569
37fa264c-4467-4066-901a-e74203d1ae5a,9ee541f3-205c-4f6a-b2c5-17178d91f1c6,Male,Self-employed,4275,7.13,12,Car Purchase,Approved,2661,717
7c655e61-0ecb-4ea0-8a6c-f779d2d3b1f8,afc0a0e8-6a4e-4ecd-aad8-ce86a7358bfd,Male,Employed,19668,10.64,36,Medical Bills,Rejected,228,780
203a3408-15b7-44c3-9cd1-148cbcd94f55,a8540d9f-5618-4141-83cb-a3441cdf2359,Male,Self-employed,40035,6.83,24,Education,Approved,2270,703
868c167b-bb96-49f3-9c11-a8b21174a516,a663caa1-ea37-4186-a166-5594ac35e9db,Female,Unemployed,29286,7.02,12,Home Renovation,Paid,1151,825
2058f29a-624e-427d-b1f1-186d5142d7a1,5256701c-ed39-418a-88aa-c4a1e6536294,Female,Self-employed,20056,10.81,24,Car Purchase,Paid,4375,633
58074e49-b72f-41fd-9b4b-dc9e7fecce22,0063a5d5-af5b-4ed1-9594-64a50577c78e,Female,Retired,31804,11.28,36,Home Renovation,Defaulted,4797,457
959c2c49-bdfb-47bc-8c85-a56d0d81d7d0,97f55981-7b49-4137-87c9-a64e00007c7f,Male,Unemployed,8579,11.08,60,Education,Paid,2637,333
1583a0cf-d289-4f9e-a7cf-bc4d715c277b,fb778ae5-9b4c-4896-9f96-ad16cea096bb,Male,Self-employed,7249,7.05,48,Education,Defaulted,757,319
1de14916-497c-46fc-a34d-f332a2cdfa99,b4451855-9f54-492d-bbf9-939245f673ff,Male,Self-employed,28682,4.49,12,Education,Rejected,1788,362
71f70ede-da7d-4300-831f-3826ac12831c,21487d32-3989-4988-8645-0754d74f138a,Female,Unemployed,33191,7.82,24,Home Renovation,Paid,2627,469
002fb650-417f-4231-8c53-feaf2236aa5b,ceef70c3-250c-49e2-9e00-477ec083bfd7,Male,Unemployed,48878,10.5,24,Business,Rejected,282,405
f8500fd5-743d-4154-9234-a75c3997d491,531be469-8bef-4bd3-a19e-d5c0954ceaf1,Male,Retired,29349,13.75,48,Education,Approved,4826,374
53cbb958-3024-472c-98de-4097330e0d32,53eba962-176a-4440-8fca-5266d3008805,Female,Employed,19103,13.71,48,Education,Paid,916,839
7f97874e-e710-473f-9f7b-2508df213529,c8aa06a5-0df4-4ced-bcd9-b8d5ccc07670,Female,Employed,5675,5.51,36,Education,Paid,2757,415
18b8703e-656e-40c9-8a7d-6b35d9e97978,83deeb39-3614-44f4-bcf2-ee2065e7b00c,Male,Retired,18998,11.44,48,Medical Bills,Paid,3935,837
98b1fe4f-9f51-4962-9a85-45e5e7eecefa,315831b9-e9c2-4183-9c44-e1bc803e4f9b,Male,Unemployed,2319,11.84,12,Business,Paid,2532,468
ac1f82f3-6d50-4db6-96e1-8da2a6c4ea7c,9a661300-2d87-465e-8cd2-21c33f952081,Male,Self-employed,12705,7.04,36,Education,Defaulted,1154,568
f7aac4f7-59f2-4cd5-ad25-04b3b9f0d756,22c23c23-3812-4177-80f3-52d76ebd5fef,Male,Employed,4603,12.41,60,Home Renovation,Defaulted,2444,609
c7b77cdf-1938-4613-b9bd-2cae6c88d681,6c306917-b294-48e6-aba9-bcc37056ea3d,Female,Employed,1963,3.85,24,Car Purchase,Rejected,4251,342
cd5c8f99-4c21-46e7-9fae-ca164111cbd1,2db8b7d1-dc35-4979-9085-cb694ea61f4d,Male,Unemployed,20141,5.88,48,Education,Rejected,4993,419
2b1e9f52-ddb8-4668-8057-de6442f6be2a,5bfe3b0b-9f83-4d79-863b-492a246222f4,Male,Self-employed,41184,7.94,60,Home Renovation,Defaulted,3443,772
e38cd71b-bb61-4969-9579-a0194a8744d8,32c1fea0-b02f-475d-922b-4a40c191a224,Male,Employed,23818,9.6,60,Car Purchase,Rejected,3708,413
d38fb0ab-e64a-4070-bc42-ac19c5610946,76fccd0a-d1b9-4366-bf70-375ca017c89e,Male,Retired,27964,7.27,24,Medical Bills,Paid,3702,423
0365f729-1f77-4803-a774-e54baf8cde37,bb0950a4-2c60-4759-b604-527610ad7b1b,Female,Unemployed,20476,12.59,12,Education,Defaulted,446,368
8a767df0-044c-4e6c-9985-d68440d6befa,4296e720-f511-46f1-b8d5-c0714b32556c,Female,Unemployed,31273,3.97,24,Home Renovation,Rejected,3870,540
b1ac4d3e-4c5f-4f3c-ba92-5bda85a94cfc,4461521b-2e93-459b-85fa-aaa7617f28c7,Female,Self-employed,17674,13,36,Education,Defaulted,409,770
8ea21706-1e4c-4b79-869b-5b48351a2302,af21c8a4-705f-4ba0-ab18-3218d7e6aec8,Male,Unemployed,14386,9.51,24,Car Purchase,Paid,1274,530
281a9b05-987e-41d5-8227-67f6386adf78,34cdf244-14c0-4172-a272-f07c00d77d79,Male,Self-employed,28796,10.86,60,Home Renovation,Defaulted,3201,413
2db5a9b0-5874-404e-b86f-d341e9ca753a,7d92a0a5-9dd1-4498-9fc1-b4a3efe982f9,Female,Self-employed,25390,14.69,48,Car Purchase,Approved,4228,315
118c41a9-3813-4247-be9a-0dacbee6392b,42021aab-40ab-421e-a3fd-931f6248af37,Male,Retired,28744,12.62,36,Car Purchase,Rejected,3173,424
344e3a9c-b7b8-45c1-bcf9-9ea2356bfca6,98e5f603-d5fc-4ee7-8cb7-6ec78ea74af5,Male,Retired,674,10.85,24,Education,Paid,259,416
dd807cb9-4468-4452-8274-9be6d900a4bf,6af7389f-c511-4917-b7ef-599155b3a255,Female,Employed,28985,6.9,24,Education,Approved,3388,784
9bc6bbad-4977-4d8e-9cb2-ee0b033e1efa,17f62006-1243-4842-80d6-e12bec1f8884,Male,Unemployed,21071,13.28,12,Medical Bills,Paid,2852,812
e7f1824e-e948-4733-9307-11b55e536fd1,91608832-d5e3-46aa-a56e-7157fc235a60,Male,Unemployed,49530,10.73,24,Education,Approved,4850,490
1232b9a4-4f66-4fd1-9247-624a2c6e5c0f,7b812281-0144-444b-a817-9384ca352655,Male,Retired,40467,11.03,24,Medical Bills,Paid,3346,692
e6a37336-4d38-4542-92e5-8abc76f0079b,869e77ff-0427-4013-a983-8d7a65192d7c,Female,Unemployed,11196,11.94,24,Education,Defaulted,2712,361
fedbc2b8-a308-47d2-8197-fba3fbc5c5a7,ea4d8f49-c36c-4a52-88a6-dcaf3c896d76,Male,Self-employed,24729,8.03,12,Home Renovation,Approved,345,325
36886045-41f1-4a8d-8248-e8e53a9b72d9,a8bab6cb-d302-470f-804e-9661a5d606bc,Female,Unemployed,14672,6.23,60,Business,Rejected,4367,416
31c28249-b1dd-4da2-b592-6c0d3cb0b60f,113096ef-1fc8-450f-8943-e1bcdf86838d,Female,Retired,47174,11.66,60,Car Purchase,Defaulted,2458,425
82b5b17c-8ee4-4f72-97ec-2dd9ff6f8225,4a10daf0-60b8-448d-bbb4-4db8af86ab3c,Male,Self-employed,5174,8.12,48,Home Renovation,Paid,3704,385
85bce144-5c6e-460f-a99e-367d06924356,759da9d8-7c7e-4234-bde0-4fbdea4211a6,Male,Employed,26343,10.71,12,Car Purchase,Approved,1520,589
76cb2520-5abe-47c5-9ceb-61342e445613,5328581e-8dfd-470f-8acf-0b1b479109a9,Male,Employed,874,14.82,12,Car Purchase,Paid,3677,394
60120ee8-aa20-4d57-a04e-a339eb0e2029,4b5b040f-d997-4c05-97dc-cd7491e7617f,Female,Employed,1769,3.62,12,Medical Bills,Approved,4195,412
a3422adf-6926-4da0-9900-08147bed73b6,2bd1b560-280b-4746-a354-42c055b26a07,Male,Unemployed,21853,6.66,48,Medical Bills,Rejected,830,427
f3bd8abc-b54b-42d7-9297-0c4f6591e6c0,e510f623-b085-4ce6-9805-0e66408cebd5,Male,Employed,13217,9.98,36,Education,Paid,2568,624
2cd33672-07d5-4f93-9ffb-e62eca547d74,72d7fe16-3f78-4d3b-915c-5c6277f4a4f5,Male,Unemployed,36925,11.73,60,Business,Approved,1992,658
150cb289-b6da-40f6-8526-82bb515d6402,b2fc4ad1-cfb4-4b6b-b52e-6c6a06547c3b,Female,Unemployed,40622,4.87,60,Education,Approved,2590,401
dee9efec-ec9c-4855-a57a-a472813c15ed,52376c93-ed53-48b7-97a6-450461c0740a,Male,Retired,49826,12.37,60,Medical Bills,Rejected,517,646
4b624d1f-4f99-4bb4-9b15-4f7c28966522,8588fa81-2d5b-4a00-ac4a-b3650aac6754,Female,Unemployed,6313,3.69,36,Education,Rejected,755,301
c9e745a3-9af1-41fd-97d5-e13c0c61e51c,a8d7d32b-dcd1-45e8-b86e-a0afde6b8cd5,Male,Employed,9966,10.57,60,Home Renovation,Paid,115,447
7cd06631-1df6-4826-bbea-90b35878d276,7af67292-bb51-49e7-8652-9c01eff34346,Female,Employed,17779,13.22,60,Car Purchase,Defaulted,4788,651
40f5e868-4dbd-4fbc-917e-311a19f9c72f,4fe0c6ee-2e96-4f49-a1cd-c3914a15c8a2,Female,Employed,33511,8.68,60,Education,Defaulted,2817,846
a5097c82-ff92-42bc-b1dc-dfc7ada8dc4f,62bf0ce9-ee71-4487-ac4b-c8c5e2aa4ad3,Male,Unemployed,25367,4.56,48,Medical Bills,Rejected,4135,314
bb0ec102-1342-4406-b68b-782cf91b8c5b,dd6fc6bd-facd-4d0d-9a9a-a7ac044411aa,Male,Retired,2802,5.31,48,Medical Bills,Rejected,3190,392
779eec48-f2e9-4637-a82c-9686f89364fa,b2d605d6-a45e-4d0e-a04e-9f48776b716a,Female,Employed,3945,13.6,12,Home Renovation,Defaulted,855,812
2148dbd0-f6d9-4d2f-9c96-66c1b0f0c57d,627c6eac-f0e5-466e-bec1-a1b1dc45140c,Male,Self-employed,49435,9.31,36,Education,Defaulted,4427,615
b9e062fa-0cc7-4e88-9b13-b69edd91d14f,c332f21f-2da1-4258-a68d-8ad01ab0c060,Male,Self-employed,33796,12.64,60,Home Renovation,Rejected,846,407
2ffb70f1-bc38-4270-bfd5-028c63f4296b,73520014-f420-4a8c-87db-b39e0181be89,Male,Retired,16461,13.71,24,Car Purchase,Paid,3250,771
2d6d58b0-1934-41b9-9665-2b9728416dc5,b6d8521b-90b0-4813-8df9-709dd7fe8c59,Male,Employed,12778,9.41,48,Business,Rejected,1633,530
d94f02b9-63e9-49ca-9758-dea6f089cc19,6c094466-7b0f-426b-999c-837ee3833c53,Female,Self-employed,28278,12.58,48,Medical Bills,Approved,2396,542
819cc9e8-f27d-442f-a3a1-2f55823ede8a,3a8f8ce8-bc98-4217-8796-2783dc174ff2,Male,Self-employed,36500,5.25,36,Home Renovation,Approved,4326,551
757bf6c3-7612-410a-81fd-e85d7155b2cd,8129cfcb-6798-499d-9e87-d536d9124188,Female,Employed,28721,7.09,48,Medical Bills,Defaulted,4787,496
8cb6beda-d478-4f52-889a-90c872b2755e,dbdb1b4f-eaa8-41be-9c73-d918d61fb4e7,Female,Unemployed,23873,3.8,36,Medical Bills,Approved,270,713
f416a248-22c5-4547-9674-2e152699ba4a,2f58031d-0425-4b2a-b6dd-ba215829069a,Male,Unemployed,22077,12.46,60,Medical Bills,Defaulted,2364,392
ef1c0750-1c1c-4922-9d46-f925243a487c,9e4ed961-2530-4333-9508-0bf39ddfc427,Female,Employed,25318,10.48,36,Home Renovation,Approved,170,757
00665466-ca7e-42d7-896b-dda806250daa,6bd2cecd-8ae6-4f69-b78a-7c048a934460,Female,Unemployed,3888,6.9,36,Car Purchase,Rejected,3157,786
5b43610b-f32d-4cd7-b77c-b3e909299ef7,7d350cc5-5c32-470d-b199-37bca5a80ad0,Male,Self-employed,25202,11.38,24,Medical Bills,Rejected,1380,373
f346f68d-81c0-4793-a5ae-416cd8a60174,e8301f77-3009-4274-ada5-1f07991468b3,Female,Unemployed,30716,9.86,24,Medical Bills,Rejected,4463,751
4a09e70b-e7f7-459f-8ae6-4405571a3023,74232f5b-d8b7-42c2-9c96-06694147a903,Male,Employed,14785,10.37,48,Home Renovation,Approved,2450,699
c2b0dbc8-dacb-42be-9918-f1b0d5115c4f,de1fd04d-9514-44bf-846b-9be1306a4e45,Female,Employed,4423,14.68,60,Home Renovation,Defaulted,4366,527
283bce8f-d10c-4e01-a7bc-95671357bae6,ff157c05-14ab-413e-aa4b-f6a7e6e5d468,Male,Retired,25223,8.79,60,Home Renovation,Rejected,4583,424
8e7cfd8b-9438-45f5-9d3e-f6030dc0203a,fe6620ee-e679-4990-ad3f-bbce8510872a,Male,Employed,1380,14.09,36,Car Purchase,Paid,3116,383
61bfe7a9-7cc9-432f-917f-b4209aec12d0,a67f4039-e759-44a0-9c02-fe27bb11b481,Female,Self-employed,44468,8.9,60,Medical Bills,Rejected,962,447
330400d1-7c6b-49f4-8fee-32615a312498,016c0a79-587e-420a-a413-9904c873ba57,Male,Retired,14034,8.24,60,Business,Rejected,2006,789
5884a742-7a5c-4c49-b1fa-bac4382298f4,eb820423-eac9-45a5-9e0f-1c32c7ff25ea,Male,Employed,16942,12.46,36,Home Renovation,Rejected,2951,668
d597c36a-e7bb-4ba2-9cfc-adc81a5ff65d,e6f92388-bcd9-4ad4-864b-3784da15e49f,Female,Employed,14350,9.08,24,Education,Defaulted,2871,524
3891de48-848f-4d0f-b947-a0ec0ad991a0,78f4d77b-beab-4483-9897-a34150e045ec,Female,Unemployed,44703,4.96,12,Home Renovation,Defaulted,635,435
028b0d25-6f14-4428-a154-e8d52281a10c,ef4fab02-f967-44b5-be23-cb2b860679e6,Female,Employed,6332,14.12,24,Education,Defaulted,2825,541
a06ff8eb-2243-4d9e-8c37-14ae68d29c22,05a43f3c-c965-4db0-bbe5-af5cd26493ca,Female,Unemployed,5785,11.54,60,Medical Bills,Defaulted,2123,529
83473c98-d24f-4149-9fc2-eacad62c926f,543947d8-e13b-4197-90c8-720792b1a2b8,Male,Retired,30427,12.63,48,Car Purchase,Paid,1110,508
8d918abf-28a1-45f4-ae2b-7b78aa913c9a,de606584-5d53-41d1-98c7-70ca70e45bd2,Male,Self-employed,10659,3.74,60,Medical Bills,Paid,2257,425
dad3850b-e95a-44b5-9e5f-4687531c6d4b,6aeee2f1-c593-4379-9d93-1af7b7833fc8,Female,Self-employed,10722,11.86,24,Car Purchase,Approved,3069,771
a8289d54-efd7-431c-ae96-d9a5b47e2a5d,4c1e9652-789a-48c4-8156-c6bacda9f462,Female,Unemployed,23026,11.69,12,Medical Bills,Defaulted,4592,628
1708ce63-ffd8-4ff8-9989-74a96958512b,a61e198b-7e67-4af4-8bbd-51352febc7b7,Female,Retired,18632,8.11,12,Medical Bills,Rejected,1184,848
8bdec723-376e-43b6-8165-93a612a2608f,991db41d-7505-42fd-9a68-ad911de231fc,Female,Retired,46231,9.16,60,Car Purchase,Paid,3268,694
9447f787-363a-444a-844d-e5f41dbf3343,2c088137-327b-44c4-850a-df177447a498,Male,Unemployed,29695,6.95,36,Education,Approved,2241,315
975a53c2-77f9-4f89-ad41-bb0c8e672c41,f1c60092-fad1-43b4-b72f-4c0af5ba94d6,Male,Employed,37471,3.94,60,Medical Bills,Rejected,2004,538
0fba54b9-f15c-4722-b964-d820e0430a8a,dfd282e5-d164-474a-aefa-bcb2a3cc84e8,Male,Retired,1310,14.16,60,Business,Approved,1320,463
e12f893c-9075-41dd-b9c6-9f27e9632d5c,8a538a19-72e0-4dc2-a1e3-f8d8f153db5f,Male,Employed,40345,9.23,36,Medical Bills,Defaulted,4130,484
712668c9-9a18-4924-89f8-05a293800f2e,ff3114b8-932f-4ec1-9e5f-578d67760ba5,Female,Retired,17462,14.91,48,Education,Defaulted,4902,731
76aeee32-be89-4b3f-9f91-234dcb48cb15,63a700b9-b542-4f22-aa01-84817ddae052,Female,Employed,32326,6.31,12,Home Renovation,Rejected,2670,607
167e119a-0f45-4fb4-b5d1-4094db3b5c21,d387c370-4da2-47a2-b4be-46587acf7b43,Female,Unemployed,35751,6.13,24,Education,Rejected,3421,614
d8e90bfb-bd10-4887-aad3-2d979a16a00f,4388e872-afaf-4652-b910-5099f4152bb6,Female,Employed,8688,14.99,24,Medical Bills,Approved,3411,530
ae95754c-8b7c-48dc-8740-cc3de953f447,5b7f95f4-3ea1-4ce0-8541-40216bc75a5c,Female,Employed,42480,9.29,12,Business,Approved,1161,444
0e7f84d9-0b42-4f13-bc1e-a1262e9c9acc,952a32e5-004b-4c0c-8411-5a476d67549d,Male,Unemployed,7229,6.95,48,Business,Defaulted,4929,482
b0e0a945-b847-4457-aa59-87839275e43a,b09d9989-9054-4589-b01f-a09d8ab02e57,Male,Employed,3807,8.28,60,Home Renovation,Approved,4935,387
9d1ea4ff-c1aa-4a41-910f-e212485b9f58,3a47ca00-dbca-4bff-8d72-7896e6955904,Male,Retired,9872,5.86,24,Car Purchase,Approved,3367,663
a8f97c47-a949-42af-89ee-eda3e849cda9,1fd61721-36b4-401f-8c49-706db4ff9024,Female,Retired,12489,6.21,60,Medical Bills,Paid,3717,679
994a21de-b815-4645-97a9-ad137871b2d6,a3b58709-9dec-4d49-aac4-24b64302391a,Male,Employed,31039,7.88,60,Home Renovation,Paid,1634,817
2320f2a2-edd5-4349-97a0-0b2d528e5bf5,7fef201a-e5bf-4f3a-987f-ab865ac15019,Female,Employed,6244,14.02,24,Medical Bills,Approved,347,832
4433d1ea-1d01-4a13-9e21-8ebe68a6a36c,b14d6cb5-b54b-42c7-bf3d-1056556a442c,Male,Retired,38309,8.31,12,Business,Defaulted,3948,589
14e611fc-90c1-4a6e-a59a-b336e368677f,29d3c498-0344-4f3b-93ee-293cc80c94eb,Male,Unemployed,45189,8.51,60,Home Renovation,Approved,1805,501
41841804-d743-4c4d-9b98-7dc50bc05bc2,e84cfd4d-1256-4f74-9754-7ad8e9a35af0,Female,Employed,44352,9.02,60,Home Renovation,Approved,3431,675
a05c6491-b8c6-4051-afab-cf615e93632a,bd842e10-97e7-42b7-b605-3d12728f87f8,Male,Retired,17000,14.75,48,Business,Defaulted,3558,405
ad034cc7-06ce-4d1b-9422-eb56a5e58398,5cb2a380-5c30-4fd6-b3ea-138410b49b7f,Female,Unemployed,44498,3.86,24,Education,Defaulted,462,565
81716656-729e-48e9-805c-285bf9d69827,dc7918dd-861d-4b32-999b-b66357704465,Male,Unemployed,32520,12.41,12,Education,Defaulted,2367,333
5cc3f82e-6f90-4f1b-9c19-a20367e27f76,0ce38ba2-13bb-4ef7-81ba-c59633ab9620,Female,Unemployed,27002,4.7,12,Education,Paid,1520,796
f39e5cd8-5d9d-4e1e-9696-c4ad4160b878,fd893c88-a494-48b9-babf-af6f5ab18b2f,Female,Employed,37012,4.97,36,Medical Bills,Defaulted,4172,582
e4c21be9-5860-4b80-aea4-dfa721a1f393,c321239c-7d08-474d-99d6-dd2ced9aade1,Female,Retired,4779,6.4,60,Business,Approved,1178,466
ace63020-2009-4efb-b4d0-e45c1c1485ca,f6830dd2-0ef7-4cda-84ac-7f21fde73995,Female,Employed,3522,7.22,48,Home Renovation,Rejected,1553,644
7bb980ad-5eaa-444e-83e6-d1cd4e210b48,db94a9c6-f9a8-4240-89af-55227a970ce3,Female,Employed,27734,10.47,24,Car Purchase,Approved,4766,318
24d9a8ff-6e2f-4ace-9ba3-8bb32f580a83,60d66fbb-cdda-4662-a9c5-97166ca54ce4,Female,Self-employed,27453,7.6,60,Medical Bills,Paid,2936,821
d5133a46-f932-4d9d-8c5e-a07eaef53a83,cd5ef449-b70c-4e67-8127-45e0f77bdfe8,Male,Unemployed,39201,5.34,12,Education,Rejected,2019,557
a6778b2c-28ab-48bf-88a0-9f92b9b6966d,69da0bd4-0994-4fdf-8afd-8f76ff686c30,Female,Employed,37314,12.42,36,Home Renovation,Rejected,2423,829
4436baff-3f96-4ad7-aa56-bc0eeb0a48f4,b830044b-8428-4973-8b7d-adac67d1d76b,Female,Employed,23634,8.98,60,Business,Defaulted,4969,501
970a50fc-f16e-4ac2-970f-e1fb0ff3fe8f,d4e6ad73-3af3-4b90-ab14-299734307185,Male,Retired,19422,9.46,36,Business,Approved,3981,703
860175b2-291a-4142-9e38-b47e7d2c35fa,51a48554-b9ff-4e99-b41b-d9b1cee60a19,Female,Self-employed,1099,12.23,60,Car Purchase,Rejected,2426,698
1ec67951-3605-49a4-a6e8-e665365fd1a6,d244ee59-b386-4412-8391-bc9ebbb8a091,Male,Self-employed,13645,9.19,12,Education,Rejected,3934,618
43a6b135-1718-432e-b822-ccc1ffc9a02c,e2055cad-502d-400d-97e3-1a79e7c7d933,Female,Unemployed,18521,13.25,24,Car Purchase,Approved,768,350
b6e8fa33-a9a3-4fb8-a2c5-aaf6913aed81,50ba442b-f2c5-4bde-b230-5398e39b5c9b,Female,Retired,6624,4.94,12,Medical Bills,Defaulted,4248,439
cda383a8-c0a8-4084-bde7-959c9973703e,d0773001-8c7f-44bb-b5f6-32c79d6f6cf9,Female,Retired,3638,6.89,36,Medical Bills,Approved,946,364
b740a4b6-83f8-48a9-b384-a2ec0c00aabe,3404db7e-e8fd-4b55-8e45-4b79a67a2170,Male,Unemployed,45622,5.79,36,Home Renovation,Rejected,4291,527
aa95bbb5-df4a-4e59-9797-802f53f8e97a,767f2deb-479c-48d2-9671-e9fcbe4f2c41,Male,Self-employed,6047,5.29,36,Business,Defaulted,103,359
52a5c88a-7480-45ac-83d2-3a593f68c071,211389d5-68c4-4394-8175-b760dc6f5e1d,Female,Retired,27703,9.47,60,Medical Bills,Rejected,2163,374
0c850c71-f4d4-46b7-b893-0918bdcf5bd9,e3ecff42-beae-43ed-ae3b-6466408f7beb,Female,Employed,34733,14.05,60,Car Purchase,Approved,4833,653
1cf7da3b-5a4c-4ba9-9cd0-7f00a76c4d87,587ffd47-e6aa-4315-8397-b460408cf6cd,Male,Unemployed,48681,7.28,24,Car Purchase,Defaulted,1131,311
df52f421-0194-4e92-b6b9-05fc3c6a59b0,b39c2276-4e43-4464-b0d2-9416aeec37f0,Male,Unemployed,41700,8.01,48,Medical Bills,Defaulted,3578,587
33d73a8d-b7aa-4d63-b0bc-d5fdc7a93880,055ae882-5eb4-44c8-9eb0-83fed99fafb1,Male,Employed,39655,11.38,36,Business,Defaulted,2502,668
bb2ed21a-541b-426c-ae25-0bf805a71edd,31b2c9f2-8814-487d-a2e5-02b3128f9e1f,Male,Employed,26757,11.32,36,Home Renovation,Rejected,4758,728
9609bef4-af8f-4726-b34c-7ca62013547f,1e6666ea-6df4-45fa-bfb4-2f8cd9a9dc02,Female,Self-employed,33718,5.23,12,Car Purchase,Paid,4221,318
918ead64-6de0-4a3d-aa9c-faa85004341e,240c409c-791a-4d80-b0aa-93b36df7293c,Female,Employed,27302,10.98,12,Home Renovation,Rejected,4297,401
a4428c4a-edce-4ec4-8332-e6c6df6756da,4621123c-fd2a-42bf-add5-714a4d06d7cf,Female,Retired,28875,10.38,24,Medical Bills,Rejected,4287,814
ff69da2a-2c9a-4b40-bca0-ac6023879a3d,d3797a25-7c25-41b6-827d-c27b54f9dc0d,Male,Self-employed,34817,8.07,36,Education,Approved,3510,429
2de959e6-7c56-42f8-96cf-742c4e97b860,1c4f5836-b90b-4f91-b414-34e95a9124e1,Female,Employed,1822,4.68,48,Car Purchase,Defaulted,1988,479
1d2ce6ea-af7c-4794-a7d8-a1df5df67bd5,2b2ced4a-778e-4754-aaf9-23901ebcca9a,Female,Retired,8392,6.36,24,Medical Bills,Paid,4437,500
2b3db092-094a-43c6-9177-b03233d1deb9,c6339fec-fb1a-45d0-ad23-25ba784ceb66,Male,Retired,13751,14.93,12,Business,Paid,4864,664
1e1a1c67-2bd8-4d60-a384-c2ce4ac61df6,322d9b98-459d-4528-8057-965206bfc9d9,Female,Retired,8006,14.93,12,Education,Approved,307,848
f931321a-a97e-4bfe-9a5f-ff49514cd6b2,a05b70b8-5b66-4e3b-861c-312a0cb511c0,Female,Employed,16312,12.36,60,Education,Rejected,2958,377
9c4a4b20-a789-49de-8740-d3a64a519a00,37b439ae-9299-4e49-bbc0-c7cca5e4dafe,Male,Self-employed,39353,4.34,48,Medical Bills,Rejected,2552,849
1eef9941-9dbe-48c2-8a6a-4977e323ab10,741a02b2-75c8-4e72-b438-25ffff3d561f,Male,Unemployed,2099,11.01,48,Education,Rejected,172,471
a85aa398-66dd-484b-b1c5-dd4380ce08ea,69b18de5-5258-4108-95de-2b6505dc6c1c,Male,Retired,26229,10.91,36,Car Purchase,Approved,1116,654
3d09ce43-5ce6-4ec1-b8ae-03bd1db0e248,13a12b3b-3fb1-49f8-bcdb-c072b4931ed5,Female,Unemployed,25772,4.85,36,Home Renovation,Paid,1576,709
bace2c64-3ea4-40c9-8b81-d10846e9de49,629178ea-6148-4510-b369-5917c16b7890,Male,Unemployed,17415,13.43,12,Education,Defaulted,226,624
